time,alpha,budget
0,213.16236939984415,746
0,213.55241713385377,747
0,213.92058335391152,748
0,214.6174124228183,749
0,214.88229951411006,750
0,215.37358683787556,751
0,215.74445718358578,752
0,216.04298768292273,753
0,216.68408291521604,754
0,216.95195098587536,755
0,217.38857067886588,756
0,217.8042446547831,757
0,218.18823837983135,758
0,218.70226785518292,759
0,218.88544823982377,760
0,219.24066418306637,761
0,219.50716293915485,762
0,219.96304678164674,763
0,220.1185769792587,764
0,220.3711017243178,765
0,220.8742292528152,766
0,221.18393989462442,767
0,221.54692958813868,768
0,222.11914871603693,769
0,222.44543182207786,770
0,222.79793401255827,771
0,223.3280529173352,772
0,223.63929988422566,773
0,224.12363715839328,774
0,224.40658250508366,775
0,224.79771064144822,776
0,225.17884430694494,777
0,225.60871495874716,778
0,225.9119244451139,779
0,226.29969996922142,780
0,226.906390569405,781
0,227.2165773905048,782
0,227.6087894611959,783
0,227.8257247489182,784
0,228.4168608370188,785
0,228.64729377990733,786
0,228.88862710526246,787
0,229.110201108469,788
0,229.4079015607254,789
0,229.6707055286762,790
0,229.94141522292517,791
0,230.58551180617343,792
0,230.9000172096241,793
0,231.1053236187969,794
0,231.10532361881386,795
0,231.10532361883497,796
0,231.76479407401413,797
0,232.14209728533882,798
0,232.6255370191976,799
0,232.95416620774844,800
0,232.9541662077826,801
0,233.1002465050293,802
0,233.39579018089168,803
0,233.75009682831316,804
0,234.02504354402203,805
0,234.5024401556677,806
0,234.81779953740974,807
0,234.81779953742213,808
0,234.81779953743634,809
0,234.81779953744925,810
0,234.81779953747593,811
0,235.1549475225175,812
0,235.45993828057198,813
0,235.84487912537514,814
0,236.19847585948327,815
0,236.56915601540894,816
0,236.6963419337527,817
0,236.96240214676192,818
0,237.1610188234587,819
0,237.4506491643095,820
0,237.6905529650657,821
0,238.13975896363883,822
0,238.47424332093502,823
0,238.5899126692057,824
0,238.63178410774466,825
0,239.02911400437793,826
0,239.29147764278537,827
0,239.53248359715866,828
0,239.83576982123193,829
0,240.16984000363678,830
0,240.35618991556368,831
0,240.55052456778301,832
0,240.78699500545028,833
0,241.3213941856712,834
0,241.74780805397248,835
0,242.08254133884122,836
0,242.59242981504704,837
0,242.84276485703631,838
0,243.26235017165087,839
0,243.61278003065019,840
0,243.83515767852455,841
0,244.05264930914015,842
0,244.49002743853953,843
0,244.76231743532466,844
0,245.15290785320613,845
0,245.3208054415937,846
0,245.58328213426566,847
0,245.783176691167,848
0,246.10257875131168,849
0,246.26268214628968,850
0,246.51414322325653,851
0,246.807904799885,852
0,246.94872519878254,853
0,247.3191230637364,854
0,247.6320853686957,855
0,247.8811702763912,856
0,248.1376665758968,857
0,248.359983860046,858
0,248.63760499971457,859
0,249.17759177734138,860
0,249.42469359835414,861
0,249.71594549386273,862
0,249.9321016377577,863
0,250.35192884449577,864
0,250.76860538681305,865
0,251.17452396349756,866
0,251.51743181799935,867
0,251.73959269335074,868
0,252.0056912085051,869
0,252.36960611100022,870
0,252.59845017745226,871
0,252.89277019428943,872
0,253.14707862359185,873
0,253.7615026122229,874
0,254.02942731490376,875
0,254.3087067788182,876
0,254.7192580504803,877
0,255.0344172480136,878
0,255.41136812629966,879
0,256.00267495871566,880
0,256.3098216896686,881
0,256.5401403643596,882
0,256.8724318122649,883
0,257.191047473878,884
0,257.5634727729809,885
0,257.9071279803389,886
0,258.28344571193315,887
0,258.75047804156475,888
0,259.0931298829719,889
0,259.31869044698743,890
0,259.72781829839613,891
0,260.0975715545913,892
0,260.4442343805543,893
0,260.6145405740909,894
0,261.17946677095216,895
0,261.51398000277527,896
0,261.80559393855265,897
0,262.27282576717545,898
0,262.57539494882633,899
0,262.8598162645908,900
0,263.3589132923662,901
0,263.89569368294207,902
0,264.2705501268421,903
0,264.70843332235853,904
0,265.16059883973253,905
0,265.49373331119705,906
0,265.9217194764978,907
0,266.35022935865385,908
0,266.6178906617605,909
0,267.10363220347745,910
0,267.26127488933196,911
0,267.66043207519994,912
0,268.1279991605682,913
0,268.3145421799828,914
0,268.76241972692503,915
0,269.10886657355144,916
0,269.38354396127596,917
0,269.72272877560073,918
0,270.28567971154763,919
0,270.6086157754205,920
0,271.08953963186855,921
0,271.60421769529364,922
0,271.9568993456816,923
0,272.09482055056185,924
0,272.3508592138434,925
0,272.6635128702734,926
0,273.0539021194342,927
0,273.3250032597831,928
0,273.7695055466498,929
0,274.0498435019122,930
0,274.49905907939217,931
0,275.2432405369927,932
0,275.68910244131393,933
0,276.0629689298632,934
0,276.4183925851523,935
0,276.7288665135442,936
0,276.9584978399708,937
0,277.33033371618683,938
0,277.6602705366165,939
0,277.85426306422414,940
0,278.12193393897115,941
0,278.369625217075,942
0,278.7735816353519,943
0,279.08512124311846,944
0,279.41744323299577,945
0,279.5449994493124,946
0,279.5449994493288,947
0,279.5449994493578,948
0,279.5449994493744,949
0,279.54499944939005,950
0,279.86885311317315,951
0,280.4465727678353,952
0,280.76358669577996,953
0,281.16640801445214,954
0,281.6086656584125,955
0,281.87889899064993,956
0,282.1693643023071,957
0,282.433774913284,958
0,282.5315748869605,959
0,282.80873200256923,960
0,283.2572337110929,961
0,283.5563462989925,962
0,284.0356103204488,963
0,284.09238106187513,964
0,284.28977892777465,965
0,284.625380736803,966
0,284.7994739195267,967
0,285.1022795946181,968
0,285.3062021186511,969
0,285.4989106894188,970
0,285.71326523802685,971
0,285.9303597070763,972
0,286.30789520304313,973
0,286.30789520309673,974
0,286.49413834593014,975
0,287.09275797717424,976
0,287.3431120359281,977
0,287.76088619818734,978
0,288.1590426897135,979
0,288.59580390023126,980
0,288.8531775489375,981
0,289.21053254937084,982
0,289.63826994141584,983
0,289.96965767887934,984
0,290.3601283628918,985
0,290.64574903610264,986
0,291.11298727272504,987
0,291.3253114525259,988
0,291.6072283086394,989
0,292.0802268438461,990
0,292.4351564543718,991
0,292.8146864040971,992
0,293.10907889859203,993
0,293.31165008478587,994
0,293.4553162828606,995
0,293.8150434562777,996
0,294.04254278236937,997
0,294.4435952514947,998
0,294.8064781181598,999
0,295.0712264199298,1000
0,295.3278732963334,1001
0,295.66040117197855,1002
0,295.913144243584,1003
0,296.16925144507843,1004
0,296.678453528617,1005
0,296.94126145058874,1006
0,297.13365458098394,1007
0,297.30595109455624,1008
0,297.44704290135854,1009
0,297.6828611258711,1010
0,297.94129267458186,1011
0,298.3518786809062,1012
0,298.7008524881372,1013
0,299.2279407257407,1014
0,299.60228310583835,1015
0,299.8039397779731,1016
0,300.208388536423,1017
0,300.7156630905531,1018
0,301.04228008008846,1019
0,301.3290162018148,1020
0,301.793599896318,1021
0,301.95969686269285,1022
0,302.2609405303353,1023
0,302.6010583391428,1024
0,302.99164091474023,1025
0,303.2797272679648,1026
0,303.6187207537419,1027
0,303.96864522773325,1028
0,304.38879431576237,1029
0,304.5925528644161,1030
0,304.81784565444536,1031
0,305.08497669738773,1032
0,305.3264571107459,1033
0,305.6136551410162,1034
0,305.96834811288113,1035
0,306.2736556294871,1036
0,306.464176533744,1037
0,306.91860970198525,1038
0,307.23440746585806,1039
0,307.8168787885772,1040
0,308.0383327548159,1041
0,308.38057084211187,1042
0,308.676278208687,1043
0,308.90682338555996,1044
0,309.2725560374403,1045
0,309.53917316740007,1046
0,309.9108475763444,1047
0,310.11788223893706,1048
0,310.3597437149545,1049
0,310.545998033494,1050
0,310.9020506116499,1051
0,311.0449620078384,1052
0,311.3676704163459,1053
0,311.7937178459954,1054
0,312.1019319293087,1055
0,312.4220185366015,1056
0,312.75490595172096,1057
0,312.96133381143324,1058
0,313.31840299761205,1059
0,313.7113857971053,1060
0,314.0477030865629,1061
0,314.25019110062624,1062
0,314.8729456993815,1063
0,315.2110997242737,1064
0,315.5548778151629,1065
0,316.02137491172874,1066
0,316.30677202625395,1067
0,316.6344391793123,1068
0,316.8384520075017,1069
0,317.18068512913203,1070
0,317.511441636891,1071
0,317.7228460071007,1072
0,318.03537525579594,1073
0,318.4184002341454,1074
0,318.7611861292956,1075
0,319.0548509193517,1076
0,319.51891278667114,1077
0,319.7576676079336,1078
0,319.9094933035299,1079
0,320.1560705620072,1080
0,320.38501991488386,1081
0,320.70576168503464,1082
0,320.8225841904908,1083
0,321.161675959403,1084
0,321.4865856431378,1085
0,321.8613629908468,1086
0,321.9762644861292,1087
0,322.20685105025757,1088
0,322.5119828309185,1089
0,322.79629488986177,1090
0,323.07434554067794,1091
0,323.4968674418177,1092
0,323.93807959419473,1093
0,324.35392542487347,1094
0,324.63514301694397,1095
0,325.1542707478021,1096
0,325.2601245299532,1097
0,325.6817576469131,1098
0,325.9935453590152,1099
0,326.4405296276537,1100
0,326.75655508011005,1101
0,327.1835160778468,1102
0,327.3866737280044,1103
0,327.6442728993931,1104
0,327.96896126117167,1105
0,328.2644395642771,1106
0,328.7009794144074,1107
0,329.087675480712,1108
0,329.4418477215492,1109
0,329.78355292530307,1110
0,330.07273759881366,1111
0,330.3407480887539,1112
0,330.7640534357262,1113
0,331.0628741623882,1114
0,331.6539457444055,1115
0,331.85457713450216,1116
0,332.15313942165324,1117
0,332.53559851951445,1118
0,332.7916660110713,1119
0,332.79166601108363,1120
0,332.79166601110546,1121
0,332.79166601112894,1122
0,332.7916660111427,1123
0,332.7916660111506,1124
0,332.7916660111656,1125
0,332.91458987635474,1126
0,333.1074979661684,1127
0,333.4242386601902,1128
0,333.74195310111287,1129
0,333.9920398319251,1130
0,334.4482117608502,1131
0,334.71897682062445,1132
0,334.9819927280108,1133
0,335.2701865402841,1134
0,335.8714565700571,1135
0,336.1330892297192,1136
0,336.46369721748255,1137
0,336.6401864329772,1138
0,336.8319704511022,1139
0,336.94078456704017,1140
0,337.27738852865895,1141
0,337.5769220912605,1142
0,337.95339581676893,1143
0,338.1662194438246,1144
0,338.53041093584335,1145
0,338.8784142235041,1146
0,339.1615148043353,1147
0,339.3789397612536,1148
0,339.65845867142133,1149
0,339.9478343713256,1150
0,340.2921218912886,1151
0,340.52526478006536,1152
0,340.7716438595874,1153
0,340.84273238455694,1154
0,340.8427323845808,1155
0,340.8427323846137,1156
0,340.8427323846469,1157
0,340.8427323846748,1158
0,341.124709577577,1159
0,341.32342530047606,1160
0,341.4964637681731,1161
0,341.85256425887155,1162
0,342.1062090924291,1163
0,342.2542014882536,1164
0,342.6573144888513,1165
0,343.21823084965416,1166
0,343.6224193146197,1167
0,343.9073932255011,1168
0,344.2624537994913,1169
0,344.7130515778462,1170
0,345.02056943074615,1171
0,345.31068712639484,1172
0,345.47951918496943,1173
0,345.74331969223635,1174
0,346.0359087392111,1175
0,346.4719330537945,1176
0,346.9876147416658,1177
0,347.1618577281278,1178
0,347.46052577916834,1179
0,347.8387477105874,1180
0,348.18194959952234,1181
0,348.34932309934266,1182
0,348.5932813440791,1183
0,349.11109028029693,1184
0,349.50245702754717,1185
0,349.6693064191874,1186
0,349.9188379661824,1187
0,350.1684513825667,1188
0,350.4610582607463,1189
0,350.92150994408115,1190
0,351.3437440258191,1191
0,351.56763207283694,1192
0,351.87269075912195,1193
0,352.14750850628246,1194
0,352.64991364742843,1195
0,352.9730026463018,1196
0,353.2933232851086,1197
0,353.68964542486606,1198
0,353.85767761142534,1199
0,354.19046076906756,1200
0,354.5491255532138,1201
0,354.84651324560826,1202
0,355.1920605851841,1203
0,355.5129458673582,1204
0,355.9849508110253,1205
0,356.3088391648695,1206
0,356.629417128909,1207
0,357.24264225699955,1208
0,357.9025128845912,1209
0,358.0331054675745,1210
0,358.27005461434703,1211
0,358.6016405768632,1212
0,358.811845378911,1213
0,359.2422586552564,1214
0,359.55287500275887,1215
0,359.8566497466349,1216
0,360.38419695092233,1217
0,360.6140264838828,1218
0,360.93226752635877,1219
0,361.4014640638031,1220
0,361.6528694902626,1221
0,361.920145087288,1222
0,362.4081791064654,1223
0,362.9468863589607,1224
0,363.3061621673618,1225
0,363.566947873508,1226
0,363.7159828033946,1227
0,364.04282592404724,1228
0,364.44694318443203,1229
0,364.8887044299065,1230
0,365.2532138919412,1231
0,365.6684201726289,1232
0,366.04477235849356,1233
0,366.18528196984306,1234
0,366.472462492292,1235
0,367.23440697454186,1236
0,367.39635347986973,1237
0,367.5779917586425,1238
0,367.81431113161483,1239
0,368.1529120893372,1240
0,368.47132055685404,1241
0,369.0389918357272,1242
0,369.2927741953291,1243
0,369.52694761713263,1244
0,369.77166561150636,1245
0,370.0487592205801,1246
0,370.3083477944321,1247
0,370.63315032518665,1248
0,371.1423127562324,1249
0,371.42609894696983,1250
0,371.89888995407273,1251
0,372.11632830668276,1252
0,372.5874734165258,1253
0,372.9009188165804,1254
0,373.0536127512125,1255
0,373.4502390100037,1256
0,373.87388394318737,1257
0,374.3427565916482,1258
0,374.60924101304687,1259
0,374.91685763836807,1260
0,375.43998666559304,1261
0,375.779543767186,1262
0,376.02041995442954,1263
0,376.4328491307851,1264
0,376.8078252848564,1265
0,377.1251800984026,1266
0,377.3319059613875,1267
0,377.7723085190491,1268
0,377.97811816264584,1269
0,378.22990848994783,1270
0,378.68629591220616,1271
0,379.07585627562173,1272
0,379.4344560060467,1273
0,379.9582256749825,1274
0,380.1828937567465,1275
0,380.524153069427,1276
0,380.8714156413497,1277
0,381.2809459791545,1278
0,381.8231132162055,1279
0,382.18945526015995,1280
0,382.49193039007605,1281
0,382.9814066655027,1282
0,383.31760517983355,1283
0,383.6370616595435,1284
0,383.88541047428754,1285
0,384.24902613669786,1286
0,384.67479084218655,1287
0,385.15435285388503,1288
0,385.5854077916532,1289
0,385.88799830760837,1290
0,386.03477473755765,1291
0,386.3556975945944,1292
0,386.6078926613902,1293
0,386.95077131823234,1294
0,387.15074327511013,1295
0,387.55963949300764,1296
0,387.91178004388945,1297
0,388.3414397889013,1298
0,388.61297618558933,1299
0,389.1407894084058,1300
0,389.4390337376085,1301
0,390.0314256953698,1302
0,390.45961928662757,1303
0,390.8718006447133,1304
0,391.1964876922033,1305
0,391.52747216018895,1306
0,391.86709031680874,1307
0,392.2044829337376,1308
0,392.6821047889909,1309
0,392.99938857084675,1310
0,393.4293802510322,1311
0,394.43978755405465,1312
0,395.1860639574979,1313
0,395.5694114218934,1314
0,395.76090826985126,1315
0,396.15634827677184,1316
0,396.67636483902464,1317
0,396.9965170115825,1318
0,397.31929759422604,1319
0,397.515599189084,1320
0,398.0463001665797,1321
0,398.50109694192645,1322
0,398.84164243226945,1323
0,399.5468532503405,1324
0,400.0130585280756,1325
0,400.4753485643366,1326
0,400.86625133199925,1327
0,401.24282614008223,1328
0,401.619162313899,1329
0,401.9132292857288,1330
0,402.39861485784184,1331
0,402.7127546963601,1332
0,403.2325878961905,1333
0,403.6556040983468,1334
0,404.05393387733864,1335
0,404.2774842509,1336
0,404.77035012919464,1337
0,405.18724612800906,1338
0,405.59584371299553,1339
0,406.0290229777711,1340
0,406.3658209606925,1341
0,406.56539015095615,1342
0,406.9258037518123,1343
0,407.31061683085767,1344
0,407.59642143649404,1345
0,407.9994413643135,1346
0,408.10903628061624,1347
0,408.4042469536807,1348
0,408.86793771179384,1349
0,409.0478636855054,1350
0,409.3734062122347,1351
0,409.7362723356712,1352
0,410.12932998234515,1353
0,410.7235749528388,1354
0,411.2772270532111,1355
0,411.7402808195778,1356
0,412.23785611087294,1357
0,412.79150951928256,1358
0,413.08114550992116,1359
0,413.4369624286017,1360
0,413.90251766523767,1361
0,414.30286940862203,1362
0,414.6760938199087,1363
0,415.0056123275741,1364
0,415.3972640663617,1365
0,415.71980097999807,1366
0,416.0620244240471,1367
0,416.3068697100911,1368
0,416.70008574751034,1369
0,417.23228642577817,1370
0,417.41888286061385,1371
0,417.69032589590546,1372
0,418.2321926229761,1373
0,418.47065371164666,1374
0,418.97462370012505,1375
0,419.3733960973115,1376
0,419.62355483816253,1377
0,420.02437366067454,1378
0,420.41883882060074,1379
0,421.0224195986255,1380
0,421.53216500156356,1381
0,421.8487736773876,1382
0,422.22928023628776,1383
0,422.64806206906,1384
0,422.9507854278706,1385
0,423.30627478973605,1386
0,423.66934202929644,1387
0,424.1666602343549,1388
0,424.4477286813764,1389
0,424.86731368150055,1390
0,425.1975773470163,1391
0,425.69020156086356,1392
0,425.96210949903474,1393
0,426.7691378667223,1394
0,427.16874246774177,1395
0,427.78558773094534,1396
0,428.0531750991516,1397
0,428.6758798729864,1398
0,428.98544267640045,1399
0,429.29108400676506,1400
0,429.55531875461764,1401
0,429.91780985366626,1402
0,430.4423210000066,1403
0,430.97968301825716,1404
0,431.3013927575088,1405
0,431.6020965773445,1406
0,432.0173124234928,1407
0,432.4826292987231,1408
0,432.94679518837324,1409
0,433.26805866663506,1410
0,433.7960436250868,1411
0,434.22859407953615,1412
0,434.4298673781689,1413
0,434.8714641417649,1414
0,435.3054610665179,1415
0,435.7107085780592,1416
0,435.99716545132316,1417
0,436.4009444212646,1418
0,436.5889292758075,1419
0,437.0985139162309,1420
0,437.4281526703499,1421
0,437.7066255730258,1422
0,438.1047373626663,1423
0,438.39853641785913,1424
0,438.68777432565184,1425
0,439.0392364629395,1426
0,439.4445500234884,1427
0,439.99260575780283,1428
0,440.4924318412049,1429
0,440.835862429349,1430
0,441.457101003749,1431
0,441.7120488651173,1432
0,442.2738998428809,1433
0,442.7439813456846,1434
0,443.2513609675588,1435
0,443.61481450241905,1436
0,443.96860621628093,1437
0,444.6409166133555,1438
0,444.9040595762809,1439
0,445.14286407827825,1440
0,445.6768003706021,1441
0,445.9540069243222,1442
0,446.3450635785642,1443
0,446.86585836766375,1444
0,447.4102942131864,1445
0,447.73573810090267,1446
0,448.20225958955893,1447
0,448.39210699892146,1448
0,448.98882553611463,1449
0,449.3706375139256,1450
0,449.6448515328416,1451
0,450.0462008186644,1452
0,450.43239730295693,1453
0,450.77440984840143,1454
0,451.12372294618496,1455
0,451.63483993904237,1456
0,452.1937785759875,1457
0,452.8060118784052,1458
0,453.1025969467764,1459
0,453.5951152969145,1460
0,454.18628276004847,1461
0,454.6571621952971,1462
0,455.1165295946575,1463
0,455.2990205447348,1464
0,455.8822495083757,1465
0,456.2605394553392,1466
0,456.5900113487984,1467
0,456.99267416998447,1468
0,457.65377197713343,1469
0,458.03968970569093,1470
0,458.3913199515987,1471
0,458.845378731811,1472
0,459.297846176201,1473
0,459.8666301625853,1474
0,460.3513132725822,1475
0,460.6100902291918,1476
0,460.864717688044,1477
0,461.15647801108656,1478
0,461.4731317028807,1479
0,461.8035103108629,1480
0,462.22112878244934,1481
0,462.78550793534623,1482
0,462.99276215941586,1483
0,463.50012796221154,1484
0,464.01235858205195,1485
0,464.41704984441407,1486
0,464.7689038136301,1487
0,465.34187796161353,1488
0,465.77583596292953,1489
0,466.2352422997752,1490
0,466.7064396581786,1491
0,467.03980698357634,1492
0,467.40975710093994,1493
0,468.1194823300482,1494
0,468.52794927024723,1495
0,469.02535091012095,1496
0,469.92119872394807,1497
0,470.4060332617569,1498
0,470.74822198808715,1499
0,471.14937989300296,1500
0,471.63387017897145,1501
0,472.1543967412793,1502
0,472.48400871286015,1503
0,472.84313902389397,1504
0,473.1805987356501,1505
0,473.82826521838547,1506
0,474.46848824157604,1507
0,474.88617927453464,1508
0,475.69291094425705,1509
0,475.94747992838774,1510
0,476.08694359168265,1511
0,476.418504329408,1512
0,477.2325657295445,1513
0,477.75697695813864,1514
0,478.285734525547,1515
0,478.7571508363643,1516
0,479.0311197703887,1517
0,479.42204820789067,1518
0,479.62072744521504,1519
0,480.27784456921387,1520
0,480.7585699686435,1521
0,481.25091350071233,1522
0,481.7054913427694,1523
0,482.21116991354955,1524
0,482.64158103534834,1525
0,483.0694674784807,1526
0,483.44846953893796,1527
0,483.9752628183437,1528
0,484.36054782180827,1529
0,484.84413761852187,1530
0,485.32129316798864,1531
0,485.6494195865499,1532
0,486.2177196224095,1533
0,486.76068802128185,1534
0,487.27136270804186,1535
0,487.63518995962795,1536
0,488.1271459521556,1537
0,488.3563981699175,1538
0,488.7897946264387,1539
0,489.2807129700365,1540
0,489.8561305156249,1541
0,490.14994039886153,1542
0,490.5523995617742,1543
0,491.1114021454115,1544
0,491.56920185063353,1545
0,492.1753743821273,1546
0,492.55046524561635,1547
0,493.0212365794487,1548
0,493.34724787816555,1549
0,493.95995948891033,1550
0,494.19758541119376,1551
0,495.0728858712998,1552
0,495.4887739950179,1553
0,496.0779751035219,1554
0,496.55059659569014,1555
0,497.02293289118813,1556
0,497.6692379080106,1557
0,498.1725390700632,1558
0,498.65796292645416,1559
0,499.06781218508326,1560
0,499.4978949393455,1561
0,500.422176858153,1562
0,501.04592871561226,1563
0,501.3105446658287,1564
0,501.6548422000462,1565
0,502.03384690461826,1566
0,502.3632406626802,1567
0,502.9843959065277,1568
0,503.77556728965004,1569
0,504.794968201503,1570
0,505.38286451247905,1571
0,505.79185121409637,1572
0,506.1842597678501,1573
0,506.72275694123783,1574
0,507.1737974971126,1575
0,507.5108939644931,1576
0,507.96107362775086,1577
0,508.54719901074975,1578
0,508.9784841755362,1579
0,509.28134165566865,1580
0,509.90058911916054,1581
0,510.3612033771722,1582
0,510.8095091571004,1583
0,511.2017007603308,1584
0,511.6451688531795,1585
0,512.0413310046673,1586
0,512.5983540645276,1587
0,512.9551241938747,1588
0,513.4298009301672,1589
0,513.682144233459,1590
0,514.0195898575009,1591
0,514.5837219495288,1592
0,515.2183695876663,1593
0,515.8143787525369,1594
0,516.186776321686,1595
0,516.4373541800098,1596
0,516.7961699556039,1597
0,517.2850361777047,1598
0,517.7893920586439,1599
0,517.9747889924456,1600
0,518.4004230837917,1601
0,518.9830666772746,1602
0,519.2802288045585,1603
0,519.8743454218068,1604
0,520.4553892499391,1605
0,520.8113525272014,1606
0,521.4759128481676,1607
0,521.9555231160019,1608
0,522.6106499214749,1609
0,523.4190403658013,1610
0,523.7755762998753,1611
0,524.2697399478521,1612
0,524.7073804503265,1613
0,525.2607179676919,1614
0,525.7937540983106,1615
0,526.2166965782096,1616
